Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779876690,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1779876691,5,,Aggregated,0.000000,0.000000,160,160,230,230,230,240,240,240,240,240,240,15,0,160,144.99229453285807,30.718375001015374,236.28104199815425,481.0
1779876692,10,,Aggregated,0.000000,0.000000,77,160,230,230,230,230,240,240,240,240,240,30,0,77,122.60478763309948,30.718375001015374,236.28104199815425,481.0
1779876693,15,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876694,20,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876695,25,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876696,30,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876697,35,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876698,40,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876699,45,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876700,50,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876701,50,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876702,50,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876703,50,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876704,50,,Aggregated,0.000000,0.000000,74,160,230,230,230,240,240,240,240,240,240,45,0,74,116.16581393326568,30.718375001015374,240.53908299902105,481.0
1779876705,50,,Aggregated,1.500000,0.000000,230,230,6000,6900,9800,11000,12000,12000,12000,12000,12000,67,0,230,2520.3224465522676,30.718375001015374,11991.771542001516,481.4776119402985
1779876706,50,,Aggregated,0.000000,0.000000,230,240,500,500,8900,11000,12000,12000,12000,12000,12000,99,0,230,1813.5119688890377,30.718375001015374,11991.771542001516,481.0
1779876707,50,,Aggregated,0.000000,0.000000,230,240,500,500,8900,11000,12000,12000,12000,12000,12000,99,0,230,1813.5119688890377,30.718375001015374,11991.771542001516,481.0
1779876708,50,,Aggregated,0.000000,0.000000,230,240,500,500,8900,11000,12000,12000,12000,12000,12000,99,0,230,1813.5119688890377,30.718375001015374,11991.771542001516,481.0
1779876709,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876710,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876711,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876712,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876713,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876714,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876715,50,,Aggregated,5.400000,0.000000,230,340,500,500,8900,11000,12000,12000,12000,12000,12000,100,0,230,1905.2176783701361,30.718375001015374,11991.771542001516,481.1
1779876716,50,,Aggregated,5.500000,0.000000,230,470,500,5900,9800,11000,12000,21000,21000,21000,21000,102,0,230,2277.4059020001573,30.718375001015374,20901.516875001107,481.29411764705884
1779876717,50,,Aggregated,5.500000,0.000000,230,500,6900,9800,18000,21000,23000,24000,24000,24000,24000,114,0,230,4205.802399868493,30.718375001015374,24015.520624998317,482.3157894736842
1779876718,50,,Aggregated,2.600000,0.000000,240,910,6900,8900,19000,21000,23000,24000,24000,24000,24000,126,0,230,4212.9429593413015,30.718375001015374,24015.520624998317,479.41269841269843
