Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779873427,100,,Aggregated,2.400000,0.400000,4600,6500,9500,11000,21000,28000,30000,30000,30000,30000,30000,409,24,4600,6829.787676757879,2.067625002382556,30336.258334002196,1116.638141809291
1779873428,100,,Aggregated,2.100000,0.400000,4600,6500,9500,11000,21000,28000,30000,30000,30000,30000,30000,413,24,4600,6851.462674135537,2.067625002382556,30336.258334002196,1107.9685230024213
1779873429,100,,Aggregated,2.100000,0.400000,4600,6500,9500,12000,21000,28000,30000,30000,30000,30000,30000,415,26,4600,6890.954445884275,2.067625002382556,30336.258334002196,1154.443373493976
1779873430,100,,Aggregated,1.900000,0.500000,4600,6700,9500,12000,22000,28000,30000,30000,30000,30000,30000,417,26,4600,6915.725287472364,2.067625002382556,30336.258334002196,1149.9688249400479
1779873431,100,,Aggregated,2.300000,0.600000,4600,7200,9600,12000,22000,29000,30000,30000,30000,30000,30000,419,28,4600,7025.9785923841955,2.067625002382556,30336.258334002196,1247.1193317422435
1779873432,100,,Aggregated,2.600000,0.800000,4600,7200,9600,12000,22000,29000,30000,30000,30000,30000,30000,420,29,4600,7009.311216171374,2.067625002382556,30336.258334002196,1244.15
1779873433,100,,Aggregated,2.700000,0.800000,4600,7200,9600,12000,22000,29000,30000,30000,30000,30000,30000,425,31,4600,7058.734021571719,2.067625002382556,30336.258334002196,1281.1505882352942
1779873434,100,,Aggregated,2.500000,0.800000,4600,7200,9700,12000,22000,29000,30000,30000,30000,30000,30000,427,32,4600,7096.019590360607,2.067625002382556,30336.258334002196,1325.5081967213114
1779873435,100,,Aggregated,2.500000,1.000000,4600,7400,9900,12000,22000,30000,30000,30000,30000,30000,30000,428,33,4600,7149.56114534809,2.067625002382556,30336.258334002196,1372.6518691588785
1779873436,100,,Aggregated,2.400000,1.000000,4600,7400,9900,12000,22000,30000,30000,30000,30000,30000,30000,431,34,4600,7157.773179911788,2.067625002382556,30336.258334002196,1364.1252900232018
1779873437,100,,Aggregated,2.200000,1.100000,4600,7400,10000,12000,22000,30000,30000,30000,30000,30000,30000,434,35,4600,7198.94208640779,2.067625002382556,30336.258334002196,1356.73732718894
1779873438,100,,Aggregated,2.200000,1.100000,4600,7500,10000,12000,23000,30000,30000,30000,30000,30000,30000,437,35,4600,7310.390664283707,2.067625002382556,30336.258334002196,1350.4370709382151
1779873439,100,,Aggregated,2.400000,1.100000,4600,7500,10000,12000,23000,30000,30000,30000,30000,30000,30000,438,35,4600,7293.711508942879,2.067625002382556,30336.258334002196,1347.353881278539
1779873440,100,,Aggregated,2.500000,1.100000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,439,35,4600,7277.106355637771,2.067625002382556,30336.258334002196,1344.2847380410024
1779873441,100,,Aggregated,2.300000,0.900000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,440,36,4600,7260.573338352235,2.067625002382556,30336.258334002196,1341.2295454545454
1779873442,100,,Aggregated,2.300000,0.900000,4600,7400,10000,12000,23000,29000,30000,30000,30000,30000,30000,441,37,4600,7244.1177738094875,2.067625002382556,30336.258334002196,1338.18820861678
1779873443,100,,Aggregated,2.100000,0.900000,4600,7400,10000,12000,23000,29000,30000,30000,30000,30000,30000,442,38,4600,7227.86057532123,2.067625002382556,30336.258334002196,1335.1606334841629
1779873444,100,,Aggregated,2.100000,0.900000,4600,7400,10000,12000,23000,29000,30000,30000,30000,30000,30000,442,38,4600,7227.86057532123,2.067625002382556,30336.258334002196,1335.1606334841629
1779873445,100,,Aggregated,2.100000,0.800000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,445,41,4600,7246.687984644903,2.067625002382556,30336.258334002196,1374.4808988764046
1779873446,100,,Aggregated,1.600000,0.700000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,447,43,4600,7281.410585290794,2.067625002382556,30336.258334002196,1416.4362416107383
1779873447,100,,Aggregated,1.600000,0.700000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,447,43,4600,7281.410585290794,2.067625002382556,30336.258334002196,1416.4362416107383
1779873448,100,,Aggregated,1.600000,0.900000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,452,45,4600,7242.822824853944,2.067625002382556,30336.258334002196,1401.7477876106195
1779873449,100,,Aggregated,1.600000,0.900000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,457,48,4600,7202.815907916813,2.067625002382556,30336.258334002196,1387.3807439824946
1779873450,100,,Aggregated,1.600000,0.900000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,457,48,4600,7202.815907916813,2.067625002382556,30336.258334002196,1387.3807439824946
1779873451,100,,Aggregated,1.600000,0.900000,4600,7400,10000,12000,23000,30000,30000,30000,30000,30000,30000,457,48,4600,7202.815907916813,2.067625002382556,30336.258334002196,1387.3807439824946
1779873452,100,,Aggregated,1.900000,1.300000,4600,7200,10000,12000,23000,30000,30000,30000,30000,30000,30000,461,49,4600,7140.358915858964,2.067625002382556,30336.258334002196,1375.34273318872
1779873453,100,,Aggregated,1.800000,1.300000,4600,6700,10000,12000,23000,30000,30000,30000,30000,30000,30000,465,53,4600,7143.515071242972,2.067625002382556,30336.258334002196,1409.7548387096774
1779873454,100,,Aggregated,1.700000,1.200000,4600,6700,10000,12000,23000,30000,30000,30000,30000,30000,30000,472,57,4600,7165.689615557159,2.067625002382556,30336.258334002196,1479.9618644067796
1779873455,100,,Aggregated,2.100000,1.300000,4600,6700,10000,12000,23000,30000,30000,30000,30000,30000,30000,475,58,4600,7157.26970210942,2.067625002382556,30336.258334002196,1471.5473684210526
1779873456,100,,Aggregated,2.500000,1.600000,4600,6500,10000,12000,23000,30000,30000,30000,30000,30000,30000,477,60,4600,7127.270968907704,2.067625002382556,30336.258334002196,1465.377358490566
1779873457,100,,Aggregated,2.800000,1.700000,4600,6500,10000,12000,23000,30000,30000,30000,30000,30000,30000,479,62,4600,7097.526593688894,2.067625002382556,30336.258334002196,1459.258872651357
