Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /conversations (setup),20,0,24,31.483572849720076,13.205958999606082,166.04187499979162,431.75,4.841156590138307,0.0,24,28,29,33,40,170,170,170,170,170,170
,Aggregated,20,0,24,31.483572849720076,13.205958999606082,166.04187499979162,431.75,4.841156590138307,0.0,24,28,29,33,40,170,170,170,170,170,170
